text,true_label,pred_label,confidence,length,keyword,orig_label
while Michael Jackson who die on June 25   2009   result from acute propofol and benzodiazepine intoxication at his home on North Carolwood Drive in the Holmby Hills neighborhood of Los Angeles   keep his affair with woman under wrap   Prince take his own overboard,0,0,0.9989918,47,women,0
the unknown hacker disable the City printer connect to global payment platform SWIFT on Feb 6   prevent the bank from receive acknowledgement message for three fraudulent payment instruction send that evening until the next morning,0,0,0.9985997,37,disabled,0
it s about time   I do not understand why rural people   also chinese citizen   be put into such disadvantageous position for so long   after all   it s the rural and migrant people who be put in the fuel for China s advance   h about China Real Time Report,0,0,0.99435765,50,migrant,0
  File pix   as see through night vision goggle   a US Border Patrol agent stand guard over a group of undocumented immigrant on Feb 23   2018 in McAllen   Texas   the border agent have capture the group after they cross illegally from Mexico into the United States   AFP Photo,0,0,0.9980573,49,immigrant,0
five year down the lane   the school whose learner be mostly from the poor family have to survive on their own and as time go by   Tanzania have recently witness massive involvement of private sector support local government authority to improve situation on ward secondary school,0,0,0.99790466,48,poor-families,0
  in keep with the significance of the ILC since its inception 45 year ago   the representative reiterate their continue commitment to open and constructive dialogue as a model for interreligious and intercultural understanding in the world   most especially with religious leader of the muslim community   they also reiterate the commitment to collaborate in address the emerge need of their community wherever they may be   and to convey their transcendent message to a world so much in need of authentic and caring affirmation represent by their two religious tradition    Asia News,0,1,0.6038874,94,in-need,1
the Indian Express have report on September 19 that the home ministry s affidavit contradict the indian position put forth at a discussion on refugee at the UNHRC in July this year,0,0,0.9990382,35,refugee,0
Maimane also complain about the state of the Department of Home Affairs   say refugee and immigrant from across the world who come to South Africa struggle to even register at the department s many office   describe it as a   near impossible task  ,0,0,0.9988405,45,refugee,0
after be strip by Canada of permanent resident status obtain before the revolution and reject as a political refugee   Trabelsi be set to be fly to Tunisia on Tuesday   h relate,0,0,0.99892116,35,refugee,0
train pack with muslim refugee arrive in Karachi from India   thousand be kill along the way in the ensue violence between Muslims   Hindus and Sikhs    Pic   life,0,0,0.99819297,29,refugee,0
a a sixyear sixyear agitation agitation demand demand identification identification and and deportation deportation of of illegal illegal immigrant immigrant be be launch launch by by AASU AASU in in 1979 1979  ,0,0,0.9972531,38,immigrant,0
in other word   Waitiki s now settle squatter be be invite to gamble with their newfound status and face the prospect of homelessness all over again,0,0,0.7801574,29,homeless,0
  please note that the additional documentary requirement be need for Filipino immigrant and nonresident for exchange for their NDS banknote holding    Bangko Sentral say,0,0,0.99898213,27,immigrant,0
Durban   an orphan from Malawi   who be find guilty of be in South Africa illegally   have his conviction overturn and authority would now probe his personal circumstance and establish if he be in need of care,0,0,0.9958884,38,in-need,0
  I be permanently disabled and unable to earn as much as I currently earn,0,0,0.997331,16,disabled,0
4   vocational rehabilitation be an effective strategy to increase employment of person with physical disability   particularly young people   at the same time   international experience with policy for injured and disabled worker show that integrate disability benefit with other social service such as childcare and health benefit be a key to success   promote early return to work and great labour force participation,0,0,0.9988821,63,disabled,0
last weekend   Bandason stage two show in Dallas   Texas   know to host many kenyan immigrant and worker in the US who be beneficiary of the Green Card,0,0,0.997973,31,immigrant,0
the online response be so overwhelming that Mr Marriott decide to repeat the deed for other in need   and establish a fair system to pick a   winner  ,0,0,0.7811481,29,in-need,1
  this I believe will help we address the issue of illegal immigrant into the EU and also to see what kind of response we can build   like capacity   to make it more attractive for these Nigerians to come back and be able to sustain a livelihood,0,1,0.89714414,48,immigrant,0
Sweden have react with shock and horror after a teacher and pupil be stab to death in a school with a high number of immigrant by a mask man who be report to have farright sympathy   the man   who pose with student before start his killing spree   be shoot dead by police,0,0,0.998102,55,immigrant,0
